GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC45,HC01_MOE_VC45,HC02_EST_VC45,HC02_MOE_VC45,HC03_EST_VC45,HC03_MOE_VC45,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54
0400000US26,26,Michigan,9852543,4524,1331833,28594,13.5,0.3,2428999,5010,445142,15516,18.3,0.6,2413362,5640,430545,15217,17.8,0.6,6210359,3080,780880,16389,12.6,0.3,1213185,2631,105811,4038,8.7,0.3,4827624,4882,596499,15609,12.4,0.3,5024919,4646,735334,18110,14.6,0.4,,,,,,,7859846,9359,806907,20989,10.3,0.3,1370657,7374,410120,18165,29.9,1.3,48175,2816,10555,1753,21.9,3.4,232113,3381,26023,3917,11.2,1.7,,,,,,,170195,8627,39492,6502,23.2,3.5,170210,7269,38577,3914,22.7,2.1,381055,1726,88403,7456,23.2,1.9,7675474,4936,764137,20170,10.0,0.3,6527746,4102,680312,14485,10.4,0.2,814272,12909,194952,7389,23.9,0.8,2108865,16872,263802,8439,12.5,0.4,1986256,18150,164634,5858,8.3,0.3,1618353,18314,56924,3738,3.5,0.2,5025829,17003,427628,11144,8.5,0.2,4549661,20245,292791,8670,6.4,0.2,2392770,12832,123391,6109,5.2,0.3,2156891,13008,169400,5867,7.9,0.3,476168,11309,134837,6726,28.3,1.1,264163,7639,66492,4175,25.2,1.3,212005,6848,68345,4187,32.2,1.7,7728677,4782,936272,18730,12.1,0.2,2856460,20220,62858,4134,2.2,0.1,2399605,19928,365582,9356,15.2,0.4,2472612,17361,507832,13929,20.5,0.5,593905,20146,(X),,(X),,1713311,29397,(X),,(X),,2115954,33042,(X),,(X),,2703350,33390,(X),,(X),,2961488,35669,(X),,(X),,1782329,20352,470276,11065,26.4,0.5,877242,14779,215223,8504,24.5,0.8,905087,11557,255053,6358,28.2,0.6,5508,70,(X),,(X),,644009,14660,18894,2593,2.9,0.4,506702,9856,191384,7151,37.8,1.1,631618,11877,259998,8764,41.2,0.8,22.4,,(X),,(X),
0400000US27,27,Minnesota,5036852,2551,491633,13842,9.8,0.3,1239443,2750,151605,7977,12.2,0.6,1231874,3263,145038,7871,11.8,0.6,3210397,1881,292461,8057,9.1,0.3,587012,1479,47567,2685,8.1,0.5,2505155,3390,220789,7080,8.8,0.3,2531697,3733,270844,9311,10.7,0.4,,,,,,,4429677,7451,339219,10656,7.7,0.2,218270,4577,75691,6443,34.7,2.9,49516,2576,14628,2019,29.5,4.1,175563,3284,25979,4251,14.8,2.4,,,,,,,80786,7508,18918,3038,23.4,3.7,82121,5301,17067,2717,20.8,2.8,188850,1512,41847,4676,22.2,2.5,4330220,3459,318936,9687,7.4,0.2,3327509,2922,244436,6731,7.3,0.2,296180,7053,67317,3514,22.7,1.1,946276,11440,88953,4020,9.4,0.4,1059141,10702,61346,3610,5.8,0.3,1025912,13585,26820,2472,2.6,0.2,2857404,11015,179775,5747,6.3,0.2,2710165,11550,143542,5844,5.3,0.2,1425326,7891,66638,3576,4.7,0.2,1284839,8916,76904,4378,6.0,0.3,147239,4948,36233,2719,24.6,1.6,82431,4270,17741,1701,21.5,1.9,64808,3826,18492,1974,28.5,2.5,3946109,3247,357178,8782,9.1,0.2,1721396,12661,27587,2807,1.6,0.2,1322747,12386,170201,6129,12.9,0.5,901966,9596,159390,5948,17.7,0.6,214805,9779,(X),,(X),,649148,14523,(X),,(X),,828036,15627,(X),,(X),,1090228,17052,(X),,(X),,1214067,18915,(X),,(X),,1007788,14145,209501,5938,20.8,0.5,505735,8978,96071,4510,19.0,0.8,502053,9014,113430,4497,22.6,0.8,5122,128,(X),,(X),,422249,9358,11581,1750,2.7,0.4,325138,8847,104511,4938,32.1,1.2,260401,5874,93409,3796,35.9,1.1,19.1,,(X),,(X),
0400000US28,28,Mississippi,2815425,2470,592743,21116,21.1,0.8,746080,3381,220420,11621,29.5,1.6,741677,3331,216620,11706,29.2,1.6,1727557,3041,318828,11725,18.5,0.7,341788,2400,53495,2929,15.7,0.8,1355020,4158,250631,10801,18.5,0.8,1460405,4098,342112,12543,23.4,0.9,,,,,,,1701396,3660,210539,11589,12.4,0.7,1044074,5183,367931,15665,35.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,19091,3077,4719,1620,24.7,7.3,43447,2022,8731,2221,20.1,5.1,1678242,2888,206165,11463,12.3,0.7,1792328,4171,288635,10254,16.1,0.6,383042,10044,123932,5963,32.4,1.3,573689,11157,93388,5426,16.3,0.9,492703,10575,55348,4184,11.2,0.8,342894,10920,15967,1989,4.7,0.6,1312709,10994,159197,7871,12.1,0.6,1197226,11895,112446,5672,9.4,0.5,628209,8320,43093,3626,6.9,0.6,569017,8032,69353,4415,12.2,0.8,115483,5803,46751,5012,40.5,3.3,55285,4200,19448,2946,35.2,4.4,60198,4028,27303,3185,45.4,4.1,2155766,2967,398611,12540,18.5,0.6,800669,9695,37229,3970,4.6,0.5,582753,11250,121516,5873,20.9,1.0,772344,10937,239866,9420,31.1,1.1,248216,12381,(X),,(X),,784146,20771,(X),,(X),,957095,22295,(X),,(X),,1157383,21909,(X),,(X),,1243978,22269,(X),,(X),,446883,10514,151930,6418,34.0,1.2,216035,7504,62945,4754,29.1,1.8,230848,7017,88985,4098,38.5,1.6,5210,159,(X),,(X),,152258,6924,7287,1780,4.8,1.1,108926,5952,44726,3819,41.1,2.8,185699,6919,99917,5150,53.8,1.9,23.1,,(X),,(X),
0400000US29,29,Missouri,5674490,3452,769584,23237,13.6,0.4,1394905,4184,259551,11863,18.6,0.8,1386391,4710,251859,12099,18.2,0.9,3541806,3156,433939,13371,12.3,0.4,737779,1805,76094,4014,10.3,0.5,2757643,5063,335149,11753,12.2,0.4,2916847,4280,434435,13642,14.9,0.5,,,,,,,4774856,6427,516896,18280,10.8,0.4,634057,5206,193891,11361,30.6,1.8,20008,2072,5141,1261,25.7,5.4,84126,3207,12304,2497,14.6,2.9,,,,,,,59871,4743,18395,3406,30.7,4.8,98598,6444,21586,3681,21.9,3.1,155887,1958,39975,4641,25.6,2.9,4691880,4003,497786,18154,10.6,0.4,3766519,4361,396264,11454,10.5,0.3,552849,12077,132118,6207,23.9,1.0,1261323,13738,143707,6192,11.4,0.5,1024772,13435,85426,4934,8.3,0.5,927575,13769,35013,3442,3.8,0.4,2967019,14997,236817,9808,8.0,0.3,2781793,15157,179088,8253,6.4,0.3,1457469,10425,79427,5037,5.4,0.3,1324324,10666,99661,5710,7.5,0.4,185226,6017,57729,3795,31.2,1.9,98277,4037,26491,2955,27.0,2.8,86949,4637,31238,2613,35.9,2.5,4447698,4277,535180,14185,12.0,0.3,1858041,19174,44956,3744,2.4,0.2,1300132,17729,216859,8477,16.7,0.6,1289525,12650,273365,9254,21.2,0.7,335669,16489,(X),,(X),,1036130,25678,(X),,(X),,1303392,25620,(X),,(X),,1674486,25313,(X),,(X),,1856585,23929,(X),,(X),,1051006,14519,266598,8681,25.4,0.7,499450,9226,113465,5712,22.7,1.0,551556,9372,153133,5819,27.8,0.9,5197,107,(X),,(X),,421790,10958,13094,2190,3.1,0.5,282600,8061,110011,5575,38.9,1.5,346616,8278,143493,5930,41.4,1.3,21.7,,(X),,(X),
0400000US30,30,Montana,921449,1204,125655,7460,13.6,0.8,214342,1804,37134,3869,17.3,1.8,212124,1911,35144,3895,16.6,1.8,582516,1460,77424,4588,13.3,0.8,124591,1039,11097,1382,8.9,1.1,458832,2299,54997,4544,12.0,1.0,462617,2043,70658,4200,15.3,0.9,,,,,,,827566,2288,94880,5916,11.5,0.7,,,,,,,57392,2488,23223,3462,40.5,5.7,,,,,,,,,,,,,,,,,,,18430,2753,2825,733,15.3,3.8,19858,794,6290,1937,31.7,9.4,817157,1655,92146,5638,11.3,0.7,619642,1533,63694,3950,10.3,0.6,59369,3123,13906,1916,23.4,3.0,197099,5307,22665,2303,11.5,1.1,191920,4634,18323,2287,9.5,1.2,171254,5912,8800,1603,5.1,0.9,487445,4804,45583,3328,9.4,0.7,464456,5153,37730,3186,8.1,0.7,244871,3690,16706,2033,6.8,0.8,219585,3813,21024,2283,9.6,1.0,22989,2245,7853,1321,34.2,4.4,13127,1738,4055,1018,30.9,6.2,9862,1457,3798,980,38.5,7.6,735500,1833,93035,4856,12.6,0.7,280284,5835,8183,1599,2.9,0.6,254938,6177,44861,3331,17.6,1.2,200278,3780,39991,3092,20.0,1.4,53887,4388,(X),,(X),,169356,9332,(X),,(X),,216039,9683,(X),,(X),,289250,10339,(X),,(X),,322684,10732,(X),,(X),,188993,6882,54088,4026,28.6,1.7,93419,4171,23300,2440,24.9,2.2,95574,4373,30788,2779,32.2,2.3,5013,236,(X),,(X),,66155,4077,2757,872,4.2,1.3,65887,4108,27783,2838,42.2,3.4,56951,3653,23548,2698,41.3,2.9,21.6,,(X),,(X),
0400000US31,31,Nebraska,1715413,1577,197037,9781,11.5,0.6,437014,1979,63022,5382,14.4,1.2,433732,2227,59839,5367,13.8,1.2,1062392,1276,113514,5841,10.7,0.6,216007,989,20501,1861,9.5,0.9,853203,2034,85102,5668,10.0,0.7,862210,1911,111935,5652,13.0,0.7,,,,,,,1520237,4730,149504,8274,9.8,0.5,69422,2392,20575,3425,29.6,4.5,15324,1909,5997,1517,39.1,8.6,29308,1320,3768,901,12.9,3.1,,,,,,,55213,4832,10458,2735,18.9,4.7,25124,2690,6579,1534,26.2,5.5,127273,876,26793,3896,21.1,3.1,1455099,1925,136281,7561,9.4,0.5,1112142,2191,94932,5111,8.5,0.5,112752,4652,26278,2288,23.3,1.8,340447,7174,33037,2620,9.7,0.7,355169,5993,25051,2641,7.1,0.7,303774,6058,10566,1847,3.5,0.6,963450,6528,75887,4681,7.9,0.5,917737,7393,60841,4070,6.6,0.4,489266,4455,26949,2632,5.5,0.5,428471,4985,33892,2895,7.9,0.7,45713,3136,15046,1972,32.9,3.4,24543,2083,6545,1217,26.7,4.2,21170,2172,8501,1491,40.2,5.4,1329313,2127,140309,6248,10.6,0.5,617156,7075,14309,1779,2.3,0.3,409991,6522,66122,4095,16.1,1.0,302166,5421,59878,3711,19.8,1.1,85928,6262,(X),,(X),,271886,10493,(X),,(X),,345821,10842,(X),,(X),,456686,13033,(X),,(X),,516022,13573,(X),,(X),,319105,8177,78642,4806,24.6,1.3,160666,5365,34951,3292,21.8,1.8,158439,4963,43691,3091,27.6,1.7,5245,216,(X),,(X),,137026,5130,4510,1094,3.3,0.8,92854,4573,36751,3278,39.6,2.6,89225,4127,37381,3191,41.9,2.4,18.3,,(X),,(X),
0400000US32,32,Nevada,2460755,1936,253713,12708,10.3,0.5,624517,2079,87111,7110,13.9,1.1,620270,2364,83391,7224,13.4,1.2,1565995,1130,147151,7226,9.4,0.5,270243,1041,19451,2320,7.2,0.9,1250226,3157,114098,6655,9.1,0.5,1210529,3164,139615,8152,11.5,0.7,,,,,,,1813959,12509,169046,11385,9.3,0.6,177261,3611,26657,4462,15.0,2.5,29932,2303,5203,1687,17.4,5.6,146360,3585,11470,2716,7.8,1.8,,,,,,,203815,12157,31396,6565,15.4,3.0,78702,7186,9319,3058,11.8,3.8,602012,1366,92673,9285,15.4,1.5,1444877,1883,111589,8687,7.7,0.6,1626812,3177,132975,7235,8.2,0.4,260267,7400,41278,4188,15.9,1.6,513966,11759,44359,4145,8.6,0.8,512517,11245,31502,3236,6.1,0.6,340062,9730,15836,2346,4.7,0.7,1290089,9619,72479,4841,5.6,0.4,1223535,10377,58770,4518,4.8,0.4,682685,6308,25814,2821,3.8,0.4,540850,7508,32956,3471,6.1,0.6,66554,3875,13709,1886,20.6,2.7,38187,3125,7154,1472,18.7,3.7,28367,2306,6555,1356,23.1,4.2,1906001,2269,175652,8376,9.2,0.4,864155,11953,17189,2539,2.0,0.3,507458,10468,60951,5032,12.0,0.9,534388,8488,97512,6209,18.2,1.1,121528,9134,(X),,(X),,350110,16223,(X),,(X),,453501,15835,(X),,(X),,626575,19815,(X),,(X),,697649,18926,(X),,(X),,503745,13658,92039,5317,18.3,0.9,278786,8743,39818,3343,14.3,1.1,224959,7846,52221,3831,23.2,1.5,6110,211,(X),,(X),,243231,9261,4508,1369,1.9,0.6,132542,7977,35186,3755,26.5,2.2,127972,5522,52345,3948,40.9,2.3,21.8,,(X),,(X),
0400000US33,33,New Hampshire,1276753,1706,102404,7079,8.0,0.6,292067,2125,27988,4040,9.6,1.4,290044,2170,26067,4022,9.0,1.4,832327,1659,62335,4527,7.5,0.5,152359,777,12081,1332,7.9,0.9,630432,2309,44970,4181,7.1,0.7,646321,2497,57434,4795,8.9,0.7,,,,,,,1214546,3081,94218,6922,7.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28618,788,4540,1547,15.9,5.4,1195177,2208,90802,6726,7.6,0.6,884117,1563,56816,3878,6.4,0.4,87294,4171,17418,2335,20.0,2.5,269926,7175,19048,2014,7.1,0.8,242537,6825,12011,1976,5.0,0.8,284360,7229,8339,1459,2.9,0.5,728892,5646,32428,3306,4.4,0.5,696677,6172,26766,3250,3.8,0.5,370846,4711,11189,1807,3.0,0.5,325831,3849,15577,2643,4.8,0.8,32215,2917,5662,1106,17.6,3.0,16147,2061,2334,766,14.5,4.5,16068,1988,3328,816,20.7,4.5,1022241,1857,77733,4946,7.6,0.5,462760,7430,5551,1741,1.2,0.4,311217,6388,31115,2744,10.0,0.9,248264,5150,41067,3247,16.5,1.2,45978,5308,(X),,(X),,134150,8173,(X),,(X),,172514,8716,(X),,(X),,227488,10117,(X),,(X),,257341,10649,(X),,(X),,252935,9039,49885,3791,19.7,1.3,121965,5688,20300,2408,16.6,1.7,130970,5688,29585,2830,22.6,1.9,5375,278,(X),,(X),,116575,6985,3615,1679,3.1,1.4,68912,4341,20282,2276,29.4,2.8,67448,3111,25988,2088,38.5,2.4,22.6,,(X),,(X),
0400000US34,34,New Jersey,8540402,3957,741873,24336,8.7,0.3,2064097,3970,244074,12986,11.8,0.6,2056713,4021,237141,12772,11.5,0.6,5400531,2356,409228,13499,7.6,0.2,1075774,2254,88571,4719,8.2,0.4,4157123,3675,319355,12848,7.7,0.3,4383279,3675,422518,14747,9.6,0.3,,,,,,,5963211,17095,363678,15192,6.1,0.3,1134450,7849,197925,13943,17.4,1.2,,,,,,,645647,4378,36651,5802,5.7,0.9,,,,,,,650697,17691,124200,10712,19.1,1.5,125352,8140,16605,3350,13.2,2.4,1337770,3242,220426,13124,16.5,1.0,5335561,5944,277808,12875,5.2,0.2,5772081,3560,412730,13266,7.2,0.2,781382,14640,140616,8324,18.0,1.0,1742567,18081,150096,7399,8.6,0.4,1291076,14277,69714,4273,5.4,0.3,1957056,15149,52304,3767,2.7,0.2,4530592,14464,199550,8824,4.4,0.2,4248338,16805,144202,6924,3.4,0.2,2255363,10839,62380,4335,2.8,0.2,1992975,12812,81822,4852,4.1,0.2,282254,8987,55348,4321,19.6,1.3,148701,6252,24965,2584,16.8,1.5,133553,5826,30383,3302,22.7,2.1,6719602,4276,525577,16092,7.8,0.2,2886331,20330,35909,2752,1.2,0.1,1869959,21419,165774,8837,8.9,0.4,1963312,16256,323894,12338,16.5,0.6,335670,17410,(X),,(X),,991908,26485,(X),,(X),,1257371,27480,(X),,(X),,1626663,29868,(X),,(X),,1820315,32974,(X),,(X),,1363397,18852,257713,9120,18.9,0.6,658561,12257,110818,5995,16.8,0.8,704836,11769,146895,6918,20.8,0.9,5621,142,(X),,(X),,599871,15075,9726,1930,1.6,0.3,313761,11021,77352,5879,24.7,1.5,449765,8143,170635,6930,37.9,1.3,25.6,,(X),,(X),
0400000US35,35,New Mexico,1912288,2059,353694,13260,18.5,0.7,499736,2446,127823,7714,25.6,1.5,497744,2581,126135,7709,25.3,1.5,1178148,2105,195461,8477,16.6,0.7,234404,1842,30410,2978,13.0,1.3,937871,3487,155273,7656,16.6,0.8,974417,2844,198421,8284,20.4,0.8,,,,,,,1296742,11918,204534,11159,15.8,0.8,37814,1950,9492,2970,25.1,7.5,185589,3604,63917,6340,34.4,3.3,,,,,,,,,,,,,303336,12470,63514,7467,20.9,2.2,62084,5747,10161,2719,16.4,3.8,842334,1819,190828,10232,22.7,1.2,810766,2945,88156,6328,10.9,0.8,1219551,3351,174288,7354,14.3,0.6,221318,7837,69178,4520,31.3,1.5,336734,7903,52947,4194,15.7,1.3,348950,8883,37933,3759,10.9,1.0,312549,6974,14230,2419,4.6,0.8,931353,8491,103856,5472,11.2,0.6,872641,10065,84576,5032,9.7,0.6,466467,6602,38768,3897,8.3,0.8,406174,6033,45808,3126,11.3,0.8,58712,4832,19280,2859,32.8,3.4,28944,3023,8603,1682,29.7,4.4,29768,2997,10677,2053,35.9,5.2,1471490,2914,238491,9641,16.2,0.7,564476,10332,25776,2971,4.6,0.5,436516,9527,88688,4797,20.3,1.0,470498,8420,124027,6973,26.4,1.2,146170,10766,(X),,(X),,463930,14924,(X),,(X),,573562,16526,(X),,(X),,712860,18824,(X),,(X),,779570,19164,(X),,(X),,354074,9572,107816,6170,30.5,1.5,171467,6825,46903,4208,27.4,2.2,182607,5823,60913,4238,33.4,1.9,5352,160,(X),,(X),,135062,6610,5771,1415,4.3,1.0,105983,5163,44477,3592,42.0,2.8,113029,6399,57568,4930,50.9,2.5,20.1,,(X),,(X),
0400000US36,36,New York,18770190,6168,2662199,40537,14.2,0.2,4431380,7129,888344,21093,20.0,0.5,4408960,7332,868014,21212,19.7,0.5,11936759,4211,1482391,21754,12.4,0.2,2402051,5322,291464,7620,12.1,0.3,9065071,7127,1148493,20632,12.7,0.2,9705119,7248,1513706,26354,15.6,0.3,,,,,,,12477086,25767,1265223,28320,10.1,0.2,2875176,15724,650782,22249,22.6,0.8,58077,3812,14760,2250,25.4,3.8,1296524,7247,201385,14548,15.5,1.1,,,,,,,1736551,28009,469017,16342,27.0,0.9,321929,13364,60546,6384,18.8,1.8,3065121,4958,764797,19957,25.0,0.7,11315136,8540,1031717,26295,9.1,0.2,12619685,5817,1437890,20526,11.4,0.2,1955170,27078,519232,13547,26.6,0.5,3743542,30311,476177,12851,12.7,0.3,2934886,24310,256289,9031,8.7,0.3,3986087,27494,186192,7723,4.7,0.2,9551408,28798,669310,15524,7.0,0.2,8933653,29725,501151,13346,5.6,0.1,4684884,19878,228379,8089,4.9,0.2,4248769,21661,272772,9876,6.4,0.2,617755,13166,168159,6661,27.2,0.9,330608,9837,77799,4575,23.5,1.2,287147,8186,90360,4798,31.5,1.4,14875027,6467,1870941,26787,12.6,0.2,6032890,28375,150534,6843,2.5,0.1,3989551,30972,543460,14074,13.6,0.3,4852586,28406,1176947,21493,24.3,0.4,1182293,30078,(X),,(X),,3399204,45052,(X),,(X),,4181086,46615,(X),,(X),,5206065,48826,(X),,(X),,5699271,51675,(X),,(X),,3638845,33152,880504,17043,24.2,0.4,1733265,19458,377977,10193,21.8,0.5,1905580,21905,502527,13061,26.4,0.6,5483,73,(X),,(X),,1491626,22503,38048,3642,2.6,0.2,886202,17830,260826,9182,29.4,0.9,1261017,17183,581630,14233,46.1,0.8,26.7,,(X),,(X),
0400000US37,37,North Carolina,8591303,4200,1261078,28517,14.7,0.3,2120848,4730,429169,16669,20.2,0.8,2107323,5424,418003,16399,19.8,0.8,5446650,3997,716782,15591,13.2,0.3,1023805,3106,115127,5563,11.2,0.5,4188073,7966,549179,16310,13.1,0.4,4403230,7261,711899,16459,16.2,0.4,,,,,,,6065202,13456,630439,19902,10.4,0.3,1811327,7339,472549,17544,26.1,1.0,96376,3053,23586,3235,24.5,3.4,157921,3799,18957,2863,12.0,1.8,,,,,,,337344,13288,89811,9909,26.6,2.7,118236,7106,24297,4139,20.5,3.1,581565,3731,148437,12332,25.5,2.1,5844688,5895,578520,18676,9.9,0.3,5732259,8389,654040,15895,11.4,0.3,1004806,17431,259409,9492,25.8,0.9,1699618,19673,215937,8814,12.7,0.5,1584635,18669,130799,6840,8.3,0.4,1443200,17418,47895,4385,3.3,0.3,4408727,15311,385730,11815,8.7,0.3,4121718,15373,294637,10666,7.1,0.3,2174608,11930,128776,6580,5.9,0.3,1947110,11132,165861,7226,8.5,0.4,287009,9536,91093,4956,31.7,1.4,146396,6243,39840,3806,27.2,2.3,140613,6761,51253,3466,36.4,2.1,6714427,6244,871879,18310,13.0,0.3,2776334,17217,71474,4567,2.6,0.2,1933617,19131,346658,12220,17.9,0.6,2004476,14717,453747,12254,22.6,0.6,538588,19360,(X),,(X),,1678553,32392,(X),,(X),,2126018,37577,(X),,(X),,2727480,39644,(X),,(X),,2997214,39633,(X),,(X),,1556015,23796,419901,12562,27.0,0.6,756184,15918,181635,8195,24.0,0.9,799831,15161,238266,7819,29.8,0.8,5379,96,(X),,(X),,612511,15714,18488,2486,3.0,0.4,449342,11651,177295,8684,39.5,1.4,494162,11231,224118,8746,45.4,1.2,22.4,,(X),,(X),
